country,time_zone,time_zone_group,station,latitude,longitude,is_city,is_main_station,is_airport
FR,"('Europe/Paris',)",CET,Neuves-Maisons,48.6147666,6.1078904,False,False,False
FR,"('Europe/Paris',)",CET,Pont-St-Vincent,48.6023732,6.1031502,False,False,False
FR,"('Europe/Paris',)",CET,Aixe-sur-Vienne,45.7965002,1.1456892,False,False,False
FR,"('Europe/Paris',)",CET,Adamswiller,48.903757656798746,7.201194763183593,False,False,False
FR,"('Europe/Paris',)",CET,Bainville,48.5863794,6.099327,False,False,False
FR,"('Europe/Paris',)",CET,Xeuilley,48.5697134,6.1022334,False,False,False
FR,"('Europe/Paris',)",CET,Pierreville,48.5488838,6.1241409,False,False,False
FR,"('Europe/Paris',)",CET,Pulligny-Autrey,48.5360716,6.1374765,False,False,False
FR,"('Europe/Paris',)",CET,Ceintrey,48.523865,6.1572868,False,False,False
FR,"('Europe/Paris',)",CET,Tantonville,48.4838433,6.129105,False,False,False
FR,"('Europe/Paris',)",CET,Vezelise,48.4805518,6.1006508,False,False,False
